SALES_DTL_ID,COMP_CODE,DIV_CODE,DOC_TYPE,INVNO,SM_CODE,INVDATE,ITEM_SERIAL,ITEM_CODE,ISCOMBOITEM,IS_REG_ITEM,SIZE,QTY,SALES_RATE,PUR_RATE,ITEM_DISCOUNT,NET_SALES_RATE,ANY_GIFT_ITEM,GIFT_ITEM_DESC,AMOUNT,NET_VALUE,TAX_PRCNT,Sales_Amnt,CST_AMT,CASHIER_CODE,CBU,DOC,MBU,DOM,ISDELETED,DELETEDON,DELETEDBY,VAT_PCT,Unit_Pur_Cost,Stk_Source_Refno,BTDI,DT_BTDI,BTDI_BY,hsn_code,gst_tax_pct,gst_tax_amnt,cgst_tax_amnt,sgst_tax_amnt,igst_tax_amnt,gst_sales_tax_amnt,item_desc
492,C015,DIV19,INC,INC/00000169/19-20/A9BD2411-87B3-4ECF-9714-415A6E87116D,8,00:00.0,1,63331,0,1,8,1,690,0,0,690,0,NULL,690,690,0,0,0,CSH001,joypur,05:23.2,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64039990,5,32.86,16.43,16.43,0,657.14,Footwear-Lth
493,C015,DIV19,INC,INC/00000170/19-20/9598C540-04F5-4401-B3A9-BC515822D0E4,1,00:00.0,1,15204,0,0,1,1,185,0,0,185,0,NULL,185,185,0,0,0,CSH001,joypur,06:00.2,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42023120,18,28.22,14.11,14.11,0,156.78,Wallet
494,C015,DIV19,INR,INR/00000098/19-20/F9C0F8A0-AA28-4FBD-95AF-4005940F912B,8,00:00.0,1,24818,0,1,8,1,1170,0,0,1170,0,NULL,1170,1170,0,0,0,CSH001,joypur,07:18.0,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,64039990,18,178.47,89.24,89.24,0,991.53,Footwear-Lth
495,C015,DIV19,INR,INR/00000098/19-20/F9C0F8A0-AA28-4FBD-95AF-4005940F912B,1,00:00.0,2,13888,0,0,1,1,579,0,0,579,0,NULL,579,579,0,0,0,CSH001,joypur,07:18.0,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42033000,18,88.32,44.16,44.16,0,490.68,Belt
496,C015,DIV19,INR,INR/00000098/19-20/F9C0F8A0-AA28-4FBD-95AF-4005940F912B,6,00:00.0,3,11281,0,1,5,1,300,0,0,300,0,NULL,300,300,0,0,0,CSH001,joypur,07:18.0,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,14.29,7.14,7.14,0,285.71,Footwear-Syn
497,C015,DIV19,INC,INC/00000171/19-20/D6408D77-B5EF-410C-9F31-A81A629E5242,6,00:00.0,1,105606,0,1,3,1,399,0,0,399,0,NULL,399,399,0,0,0,CSH001,joypur,13:28.0,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,19,9.5,9.5,0,380,Footwear-Syn
498,C015,DIV19,INC,INC/00000172/19-20/C43F34A5-E910-4CF6-8B06-41DCF0959A38,8,00:00.0,1,201522,0,1,9,1,800,0,0,800,0,NULL,800,800,0,0,0,CSH001,joypur,15:48.2,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,38.1,19.05,19.05,0,761.9,Footwear-Syn
499,C015,DIV19,INC,INC/00000173/19-20/CA8AEEF6-ADAE-4E4B-AF6E-AAC1F7B44BB1,8,00:00.0,1,801,0,1,7,1,500,0,0,500,0,NULL,500,500,0,0,0,CSH001,joypur,18:16.8,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64039990,5,23.81,11.9,11.9,0,476.19,Footwear-Lth
500,C015,DIV19,INC,INC/00000173/19-20/CA8AEEF6-ADAE-4E4B-AF6E-AAC1F7B44BB1,1,00:00.0,2,4802,0,0,1,1,60,0,0,60,0,NULL,60,60,0,0,0,CSH001,joypur,18:16.8,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,61159500,5,2.86,1.43,1.43,0,57.14,Socks
501,C015,DIV19,INC,INC/00000173/19-20/CA8AEEF6-ADAE-4E4B-AF6E-AAC1F7B44BB1,1,00:00.0,3,4804,0,0,1,1,55,0,0,55,0,NULL,55,55,0,0,0,CSH001,joypur,18:16.8,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,61159500,5,2.62,1.31,1.31,0,52.38,Socks
502,C015,DIV19,INC,INC/00000174/19-20/9FF89A09-9EC7-46A7-A456-EAE5A69380EF,8,00:00.0,1,3121,0,0,10,1,300,0,0,300,0,NULL,300,300,0,0,0,CSH001,joypur,19:01.8,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,14.29,7.14,7.14,0,285.71,Footwear-Syn
503,C015,DIV19,INR,INR/00000099/19-20/2E0B5805-711B-410E-8D82-516272C5F2ED,13,00:00.0,1,13906,0,0,1,1,610,0,0,610,0,NULL,610,610,0,0,0,CSH001,joypur,38:37.3,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42021240,18,93.05,46.53,46.53,0,516.95,Schl-Bag
504,C015,DIV19,INR,INR/00000100/19-20/77F1CC5D-50B8-4553-985E-14908FD36C52,2,00:00.0,1,74614,0,1,7,1,620,0,0,620,0,NULL,620,620,0,0,0,CSH001,joypur,40:20.0,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64039990,5,29.52,14.76,14.76,0,590.48,Footwear-Lth
505,C015,DIV19,INR,INR/00000100/19-20/77F1CC5D-50B8-4553-985E-14908FD36C52,2,00:00.0,2,82453,0,1,7,1,585,0,0,585,0,NULL,585,585,0,0,0,CSH001,joypur,40:20.0,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64039990,5,27.86,13.93,13.93,0,557.14,Footwear-Lth
506,C015,DIV19,INR,INR/00000100/19-20/77F1CC5D-50B8-4553-985E-14908FD36C52,11,00:00.0,3,114063,0,0,1,1,325,0,0,325,0,NULL,325,325,0,0,0,CSH001,joypur,40:20.0,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42033000,18,49.58,24.79,24.79,0,275.42,Belt
507,C015,DIV19,INR,INR/00000100/19-20/77F1CC5D-50B8-4553-985E-14908FD36C52,11,00:00.0,4,13871,0,0,1,1,325,0,0,325,0,NULL,325,325,0,0,0,CSH001,joypur,40:20.0,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42033000,18,49.58,24.79,24.79,0,275.42,Belt
508,C015,DIV19,INC,INC/00000175/19-20/897A9721-DC6A-4586-884C-38762AA4AFD5,1,00:00.0,1,13889,0,0,1,1,374,0,0,374,0,NULL,374,374,0,0,0,CSH001,joypur,44:21.0,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42033000,18,57.05,28.53,28.53,0,316.95,Belt
509,C015,DIV19,INC,INC/00000176/19-20/D849D560-26C5-4754-9AD1-FBE13F59930E,8,00:00.0,1,24815,0,1,7,1,1170,0,0,1170,0,NULL,1170,1170,0,0,0,CSH001,joypur,46:06.3,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,64039990,18,178.47,89.24,89.24,0,991.53,Footwear-Lth
510,C015,DIV19,INR,INR/00000101/19-20/FA0FF1C4-0458-45A2-A209-C7B203F36AD9,2,00:00.0,1,20998,0,1,1,2,40,0,0,40,0,NULL,80,80,0,0,0,CSH001,joypur,48:24.8,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,61159500,5,3.81,1.9,1.9,0,76.19,Socks
511,C015,DIV19,INR,INR/00000101/19-20/FA0FF1C4-0458-45A2-A209-C7B203F36AD9,8,00:00.0,2,2062,0,0,9,1,665,0,0,665,0,NULL,665,665,0,0,0,CSH001,joypur,48:24.8,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64039990,5,31.67,15.83,15.83,0,633.33,Footwear-Lth
512,C015,DIV19,INR,INR/00000101/19-20/FA0FF1C4-0458-45A2-A209-C7B203F36AD9,8,00:00.0,3,200212,0,1,9,1,590,0,0,590,0,NULL,590,590,0,0,0,CSH001,joypur,48:24.8,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64039990,5,28.1,14.05,14.05,0,561.9,Footwear-Lth
513,C015,DIV19,INC,INC/00000177/19-20/000D8483-E9B4-4779-92A4-7C2A3198ECBB,8,00:00.0,1,2051,0,0,7,1,665,0,0,665,0,NULL,665,665,0,0,0,CSH001,joypur,49:40.7,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64039990,5,31.67,15.83,15.83,0,633.33,Footwear-Lth
514,C015,DIV19,INC,INC/00000178/19-20/3D85D13E-E1DC-4844-9E66-99FFDD9AB716,6,00:00.0,1,69632,0,0,7,1,280,0,0,280,0,NULL,280,280,0,0,0,CSH001,joypur,51:05.7,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,13.33,6.67,6.67,0,266.67,Footwear-Syn
515,C015,DIV19,INC,INC/00000179/19-20/1948048F-B661-427B-B89E-BE300FFCC909,6,00:00.0,1,6351,0,1,5,1,380,0,0,380,0,NULL,380,380,0,0,0,CSH001,joypur,53:32.4,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,18.1,9.05,9.05,0,361.9,Footwear-Syn
516,C015,DIV19,INC,INC/00000179/19-20/1948048F-B661-427B-B89E-BE300FFCC909,6,00:00.0,2,106804,0,1,5,1,370,0,0,370,0,NULL,370,370,0,0,0,CSH001,joypur,53:32.4,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,17.62,8.81,8.81,0,352.38,Footwear-Syn
517,C015,DIV19,INC,INC/00000180/19-20/AAB690E3-0FDD-4E47-8613-D9A7D5241D2D,4,00:00.0,1,15929,0,0,1,1,450,0,0,450,0,NULL,450,450,0,0,0,CSH001,joypur,54:46.9,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42021240,18,68.64,34.32,34.32,0,381.36,Schl-Bag
518,C015,DIV19,INC,INC/00000181/19-20/FDEF2D1E-6D02-4354-B269-F59227223327,6,00:00.0,1,5328,0,1,8,1,270,0,0,270,0,NULL,270,270,0,0,0,CSH001,joypur,56:37.0,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,12.86,6.43,6.43,0,257.14,Footwear-Syn
519,C015,DIV19,INC,INC/00000181/19-20/FDEF2D1E-6D02-4354-B269-F59227223327,6,00:00.0,2,60342,0,0,6,1,299,0,0,299,0,NULL,299,299,0,0,0,CSH001,joypur,56:37.0,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,14.24,7.12,7.12,0,284.76,Footwear-Syn
520,C015,DIV19,INC,INC/00000182/19-20/F20D94F0-343E-404A-8E4E-B312AA0C93A7,11,00:00.0,1,114063,0,0,1,1,325,0,0,325,0,NULL,325,325,0,0,0,CSH001,joypur,07:14.4,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42033000,18,49.58,24.79,24.79,0,275.42,Belt
521,C015,DIV19,INC,INC/00000183/19-20/FF72ACEA-A347-4BBE-80C0-87EC025ECB87,6,00:00.0,1,726,0,0,7,1,340,0,0,340,0,NULL,340,340,0,0,0,CSH001,joypur,09:19.5,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,16.19,8.1,8.1,0,323.81,Footwear-Syn
522,C015,DIV19,INC,INC/00000183/19-20/FF72ACEA-A347-4BBE-80C0-87EC025ECB87,13,00:00.0,2,24413,0,0,9,1,260,0,0,260,0,NULL,260,260,0,0,0,CSH001,joypur,09:19.5,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,12.38,6.19,6.19,0,247.62,Footwear-Syn
523,C015,DIV19,INC,INC/00000184/19-20/89667DAC-0667-43FB-89E7-211C25C387AC,1,00:00.0,1,102385,0,1,1,1,465,0,0,465,0,NULL,465,465,0,0,0,CSH001,joypur,10:03.4,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42023120,18,70.93,35.47,35.47,0,394.07,Wallet
524,C015,DIV19,INC,INC/00000185/19-20/17273E24-2BDC-43DE-9C49-E2B4E64DD80B,6,00:00.0,1,24652,0,0,5,1,480,0,0,480,0,NULL,480,480,0,0,0,CSH001,joypur,13:52.3,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,22.86,11.43,11.43,0,457.14,Footwear-Syn
525,C015,DIV19,INC,INC/00000185/19-20/17273E24-2BDC-43DE-9C49-E2B4E64DD80B,6,00:00.0,2,24651,0,0,6,1,480,0,0,480,0,NULL,480,480,0,0,0,CSH001,joypur,13:52.3,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,22.86,11.43,11.43,0,457.14,Footwear-Syn
526,C015,DIV19,INC,INC/00000186/19-20/0F002025-B94C-4643-9450-503B2E8F76A8,11,00:00.0,1,102358,0,0,1,1,439,0,0,439,0,NULL,439,439,0,0,0,CSH001,joypur,15:30.4,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42023120,18,66.97,33.48,33.48,0,372.03,Wallet
527,C015,DIV19,INR,INR/00000102/19-20/E8F321B1-398B-4AF4-B8D3-FDCD43EC0B21,2,00:00.0,1,82470,0,1,9,1,585,0,0,585,0,NULL,585,585,0,0,0,CSH001,joypur,26:55.9,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64039990,5,27.86,13.93,13.93,0,557.14,Footwear-Lth
528,C015,DIV19,INC,INC/00000187/19-20/AD835639-A0EC-49CC-9EB1-85712C5CC0DB,2,00:00.0,1,3639,0,1,1,1,80,0,0,80,0,NULL,80,80,0,0,0,CSH001,joypur,27:54.9,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,34051000,18,12.2,6.1,6.1,0,67.8,Polish
529,C015,DIV19,INC,INC/00000187/19-20/AD835639-A0EC-49CC-9EB1-85712C5CC0DB,2,00:00.0,2,4960,0,0,8,1,1220,0,0,1220,0,NULL,1220,1220,0,0,0,CSH001,joypur,27:54.9,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,64039990,18,186.1,93.05,93.05,0,1033.9,Footwear-Lth
530,C015,DIV19,INC,INC/00000188/19-20/9CE9EDD4-38DB-43A4-AF05-4C880C85295F,6,00:00.0,1,11424,0,1,5,1,210,0,0,210,0,NULL,210,210,0,0,0,CSH001,joypur,33:24.5,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,10,5,5,0,200,Footwear-Syn
531,C015,DIV19,INC,INC/00000188/19-20/9CE9EDD4-38DB-43A4-AF05-4C880C85295F,6,00:00.0,2,106807,0,1,5,1,320,0,0,320,0,NULL,320,320,0,0,0,CSH001,joypur,33:24.5,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,15.24,7.62,7.62,0,304.76,Footwear-Syn
532,C015,DIV19,INC,INC/00000188/19-20/9CE9EDD4-38DB-43A4-AF05-4C880C85295F,4,00:00.0,3,3637,0,1,1,1,33,0,0,33,0,NULL,33,33,0,0,0,CSH001,joypur,33:24.5,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,34051000,18,5.03,2.52,2.52,0,27.97,Polish
533,C015,DIV19,INR,INR/00000103/19-20/E422DBB9-0A37-4E0D-B751-85C9D81C2B8B,8,00:00.0,1,3631,0,1,1,1,37,0,0,37,0,NULL,37,37,0,0,0,CSH001,joypur,37:49.7,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,34051000,18,5.64,2.82,2.82,0,31.36,Polish
534,C015,DIV19,INR,INR/00000103/19-20/E422DBB9-0A37-4E0D-B751-85C9D81C2B8B,8,00:00.0,2,24834,0,1,9,1,1170,0,0,1170,0,NULL,1170,1170,0,0,0,CSH001,joypur,37:49.7,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,64039990,18,178.47,89.24,89.24,0,991.53,Footwear-Lth
535,C015,DIV19,INC,INC/00000189/19-20/25C166EF-6AF2-4C60-B385-B6399295BAC4,8,00:00.0,1,67813,0,1,9,1,658,0,0,658,0,NULL,658,658,0,0,0,CSH001,joypur,38:41.2,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64039990,5,31.33,15.67,15.67,0,626.67,Footwear-Lth
536,C015,DIV19,INR,INR/00000104/19-20/4221F64A-121F-46C8-B6C8-FA4B933EAEC2,10,00:00.0,1,101502,0,0,1,1,380,0,0,380,0,NULL,380,380,0,0,0,CSH001,joypur,39:32.6,NULL,NULL,0,NULL,NULL,12,0,NULL,0,NULL,NULL,42022910,12,40.71,20.36,20.36,0,339.29,NonLth-Bag
537,C015,DIV19,INC,INC/00000190/19-20/074CB730-D6AE-4D77-A591-989E4B6E7EE1,8,00:00.0,1,82417,0,1,6,1,585,0,0,585,0,NULL,585,585,0,0,0,CSH001,joypur,40:17.6,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64039990,5,27.86,13.93,13.93,0,557.14,Footwear-Lth
538,C015,DIV19,INR,INR/00000105/19-20/A903221E-2E09-4F16-94F2-FB93892E767D,10,00:00.0,1,3639,0,1,1,1,80,0,0,80,0,NULL,80,80,0,0,0,CSH001,joypur,42:03.2,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,34051000,18,12.2,6.1,6.1,0,67.8,Polish
539,C015,DIV19,INR,INR/00000105/19-20/A903221E-2E09-4F16-94F2-FB93892E767D,13,00:00.0,2,63294,0,1,11,1,480,0,0,480,0,NULL,480,480,0,0,0,CSH001,joypur,42:03.2,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,22.86,11.43,11.43,0,457.14,Footwear-Syn
540,C015,DIV19,INC,INC/00000191/19-20/F8BCC8A5-27D9-4170-A584-4BEEA68453EA,6,00:00.0,1,3348,0,0,6,1,210,0,0,210,0,NULL,210,210,0,0,0,CSH001,joypur,43:33.3,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,10,5,5,0,200,Footwear-Syn
541,C015,DIV19,INC,INC/00000191/19-20/F8BCC8A5-27D9-4170-A584-4BEEA68453EA,6,00:00.0,2,3260,0,1,6,1,310,0,0,310,0,NULL,310,310,0,0,0,CSH001,joypur,43:33.3,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,14.76,7.38,7.38,0,295.24,Footwear-Syn
542,C015,DIV19,INC,INC/00000191/19-20/F8BCC8A5-27D9-4170-A584-4BEEA68453EA,6,00:00.0,3,19924,0,0,7,1,470,0,0,470,0,NULL,470,470,0,0,0,CSH001,joypur,43:33.3,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64039990,5,22.38,11.19,11.19,0,447.62,Footwear-Lth
543,C015,DIV19,INR,INR/00000106/19-20/FF34301F-11C7-47B0-A8CA-52348AB13A00,1,00:00.0,1,13891,0,0,1,1,465,0,0,465,0,NULL,465,465,0,0,0,CSH001,joypur,45:09.0,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42033000,18,70.93,35.47,35.47,0,394.07,Belt
544,C015,DIV19,INR,INR/00000106/19-20/FF34301F-11C7-47B0-A8CA-52348AB13A00,1,00:00.0,2,3634,0,1,1,1,33,0,0,33,0,NULL,33,33,0,0,0,CSH001,joypur,45:09.0,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,34051000,18,5.03,2.52,2.52,0,27.97,Polish
545,C015,DIV19,INR,INR/00000106/19-20/FF34301F-11C7-47B0-A8CA-52348AB13A00,1,00:00.0,3,19216,0,0,1,1,50,0,0,50,0,NULL,50,50,0,0,0,CSH001,joypur,45:09.0,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,96039000,18,7.63,3.81,3.81,0,42.37,Brush
546,C015,DIV19,INR,INR/00000106/19-20/FF34301F-11C7-47B0-A8CA-52348AB13A00,8,00:00.0,4,89911,0,1,10,1,610,0,0,610,0,NULL,610,610,0,0,0,CSH001,joypur,45:09.0,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64039990,5,29.05,14.52,14.52,0,580.95,Footwear-Lth
547,C015,DIV19,INR,INR/00000106/19-20/FF34301F-11C7-47B0-A8CA-52348AB13A00,10,00:00.0,5,27840,0,0,1,1,40,0,0,40,0,NULL,40,40,0,0,0,CSH001,joypur,45:09.0,NULL,NULL,0,NULL,NULL,12,0,NULL,0,NULL,NULL,42023190,12,4.29,2.14,2.14,0,35.71,KeyRing
548,C015,DIV19,INC,INC/00000192/19-20/A0C0B2D8-3AF1-4E5B-985F-EE9979B08015,10,00:00.0,1,24716,0,0,1,1,370,0,0,370,0,NULL,370,370,0,0,0,CSH001,joypur,45:32.3,NULL,NULL,0,NULL,NULL,12,0,NULL,0,NULL,NULL,42022910,12,39.64,19.82,19.82,0,330.36,NonLth-Bag
549,C015,DIV19,INC,INC/00000193/19-20/6BF32D91-D767-4B23-B191-71EA7704970E,8,00:00.0,1,23487,0,1,6,1,180,0,0,180,0,NULL,180,180,0,0,0,CSH001,joypur,47:40.7,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,8.57,4.29,4.29,0,171.43,Footwear-Syn
550,C015,DIV19,INR,INR/00000107/19-20/6CFB92B9-571D-4C80-82B0-4A2152575C35,8,00:00.0,1,82407,0,1,9,1,585,0,0,585,0,NULL,585,585,0,0,0,CSH001,joypur,50:14.3,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64039990,5,27.86,13.93,13.93,0,557.14,Footwear-Lth
551,C015,DIV19,INC,INC/00000194/19-20/10C50FF9-C947-4246-BE42-DEBB1465A20A,2,00:00.0,1,89916,0,1,7,1,610,0,0,610,0,NULL,610,610,0,0,0,CSH001,joypur,50:54.0,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64039990,5,29.05,14.52,14.52,0,580.95,Footwear-Lth
552,C015,DIV19,INR,INR/00000108/19-20/D55D6F3D-DE12-4A56-9E1B-6A1C1A298719,4,00:00.0,1,102363,0,0,1,1,2360,0,0,2360,0,NULL,2360,2360,0,0,0,CSH001,joypur,51:50.4,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42021160,18,360,180,180,0,2000,LthBag-Lad
553,C015,DIV19,INR,INR/00000108/19-20/D55D6F3D-DE12-4A56-9E1B-6A1C1A298719,4,00:00.0,2,3641,0,1,1,1,80,0,0,80,0,NULL,80,80,0,0,0,CSH001,joypur,51:50.4,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,34051000,18,12.2,6.1,6.1,0,67.8,Polish
554,C015,DIV19,INC,INC/00000195/19-20/E125D271-62C7-45EE-BBBB-78CEF9B8C07E,6,00:00.0,1,2164,0,1,7,1,260,0,0,260,0,NULL,260,260,0,0,0,CSH001,joypur,52:20.4,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,12.38,6.19,6.19,0,247.62,Footwear-Syn
555,C015,DIV19,INC,INC/00000196/19-20/CF1FFC08-0953-4DC7-874C-263E717C45D5,11,00:00.0,1,13891,0,0,1,2,465,0,0,465,0,NULL,930,930,0,0,0,CSH001,joypur,54:29.7,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42033000,18,141.86,70.93,70.93,0,788.14,Belt
556,C015,DIV19,INC,INC/00000196/19-20/CF1FFC08-0953-4DC7-874C-263E717C45D5,11,00:00.0,2,13890,0,0,1,1,465,0,0,465,0,NULL,465,465,0,0,0,CSH001,joypur,54:29.7,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42033000,18,70.93,35.47,35.47,0,394.07,Belt
557,C015,DIV19,INC,INC/00000196/19-20/CF1FFC08-0953-4DC7-874C-263E717C45D5,11,00:00.0,3,107118,0,1,1,1,205,0,0,205,0,NULL,205,205,0,0,0,CSH001,joypur,54:29.7,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42023120,18,31.27,15.64,15.64,0,173.73,Wallet
558,C015,DIV19,INC,INC/00000197/19-20/486A4097-794D-4FCF-8106-5D4EEC45A915,11,00:00.0,1,14065,0,0,1,1,196,0,0,196,0,NULL,196,196,0,0,0,CSH001,joypur,55:12.5,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42033000,18,29.9,14.95,14.95,0,166.1,Belt
559,C015,DIV19,INC,INC/00000198/19-20/366E9F3C-B75C-4F48-B49D-9D26DFBAA381,10,00:00.0,1,10127,0,0,1,1,1080,0,0,1080,0,NULL,1080,1080,0,0,0,CSH001,joypur,00:28.9,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42021290,18,164.75,82.37,82.37,0,915.25,Strolley
560,C015,DIV19,INC,INC/00000199/19-20/F0BC9D18-D7FB-44F5-B3E2-A5E6EF41E18F,1,00:00.0,1,925,0,0,1,1,290,0,0,290,0,NULL,290,290,0,0,0,CSH001,joypur,07:11.8,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42033000,18,44.24,22.12,22.12,0,245.76,Belt
561,C015,DIV19,INC,INC/00000199/19-20/F0BC9D18-D7FB-44F5-B3E2-A5E6EF41E18F,8,00:00.0,2,17812,0,0,7,1,300,0,0,300,0,NULL,300,300,0,0,0,CSH001,joypur,07:11.8,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,14.29,7.14,7.14,0,285.71,Footwear-Syn
562,C015,DIV19,INR,INR/00000109/19-20/D3C38608-6949-4D06-A280-0C221EF73127,1,00:00.0,1,13889,0,0,1,1,374,0,0,374,0,NULL,374,374,0,0,0,CSH001,joypur,09:44.3,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42033000,18,57.05,28.53,28.53,0,316.95,Belt
563,C015,DIV19,INR,INR/00000109/19-20/D3C38608-6949-4D06-A280-0C221EF73127,1,00:00.0,2,1819,0,0,1,1,308,0,0,308,0,NULL,308,308,0,0,0,CSH001,joypur,09:44.3,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42023120,18,46.98,23.49,23.49,0,261.02,Wallet
564,C015,DIV19,INC,INC/00000200/19-20/FA324BB0-6DCD-4F8D-BF4E-5F5F68A60837,8,00:00.0,1,89901,0,1,9,1,610,0,0,610,0,NULL,610,610,0,0,0,CSH001,joypur,10:41.6,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64039990,5,29.05,14.52,14.52,0,580.95,Footwear-Lth
565,C015,DIV19,INC,INC/00000200/19-20/FA324BB0-6DCD-4F8D-BF4E-5F5F68A60837,1,00:00.0,2,114062,0,0,1,1,250,0,0,250,0,NULL,250,250,0,0,0,CSH001,joypur,10:41.6,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42033000,18,38.14,19.07,19.07,0,211.86,Belt
566,C015,DIV19,INC,INC/00000201/19-20/4DAD477C-9A03-4A4E-B3AF-9040DA53BFC7,13,00:00.0,1,6411,0,0,10,1,200,0,0,200,0,NULL,200,200,0,0,0,CSH001,joypur,11:41.8,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,9.52,4.76,4.76,0,190.48,Footwear-Syn
