SALES_DTL_ID,COMP_CODE,DIV_CODE,DOC_TYPE,INVNO,SM_CODE,INVDATE,ITEM_SERIAL,ITEM_CODE,ISCOMBOITEM,IS_REG_ITEM,SIZE,QTY,SALES_RATE,PUR_RATE,ITEM_DISCOUNT,NET_SALES_RATE,ANY_GIFT_ITEM,GIFT_ITEM_DESC,AMOUNT,NET_VALUE,TAX_PRCNT,Sales_Amnt,CST_AMT,CASHIER_CODE,CBU,DOC,MBU,DOM,ISDELETED,DELETEDON,DELETEDBY,VAT_PCT,Unit_Pur_Cost,Stk_Source_Refno,BTDI,DT_BTDI,BTDI_BY,hsn_code,gst_tax_pct,gst_tax_amnt,cgst_tax_amnt,sgst_tax_amnt,igst_tax_amnt,gst_sales_tax_amnt,item_desc
185,C015,DIV19,INC,INC/00000068/19-20/8BB71A28-23BA-41DA-93AE-8823F1A92890,6,00:00.0,1,100822,0,1,5,1,499,0,0,499,0,NULL,499,499,0,0,0,CSH001,joypur,06:17.4,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64039990,5,23.76,11.88,11.88,0,475.24,Footwear-Lth
186,C015,DIV19,INC,INC/00000069/19-20/8E3EF95A-5F12-49B3-8F72-530E8D59919D,6,00:00.0,1,17010,0,0,7,1,160,0,0,160,0,NULL,160,160,0,0,0,CSH001,joypur,11:49.6,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,7.62,3.81,3.81,0,152.38,Footwear-Syn
187,C015,DIV19,INC,INC/00000069/19-20/8E3EF95A-5F12-49B3-8F72-530E8D59919D,16,00:00.0,2,82462,0,1,8,1,610,0,0,610,0,NULL,610,610,0,0,0,CSH001,joypur,11:49.6,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64039990,5,29.05,14.52,14.52,0,580.95,Footwear-Lth
188,C015,DIV19,INR,INR/00000031/19-20/24BEAB68-356F-4E72-A19F-3EA011186AAB,6,00:00.0,1,107403,0,1,6,1,220,0,0,220,0,NULL,220,220,0,0,0,CSH001,joypur,13:23.7,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,10.48,5.24,5.24,0,209.52,Footwear-Syn
189,C015,DIV19,INR,INR/00000031/19-20/24BEAB68-356F-4E72-A19F-3EA011186AAB,6,00:00.0,2,106807,0,1,8,1,320,0,0,320,0,NULL,320,320,0,0,0,CSH001,joypur,13:23.7,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,15.24,7.62,7.62,0,304.76,Footwear-Syn
190,C015,DIV19,INC,INC/00000070/19-20/55C68FF7-D1E1-4349-8E62-95DA2D93EF7C,2,00:00.0,1,6345,0,1,8,1,340,0,0,340,0,NULL,340,340,0,0,0,CSH001,joypur,14:09.2,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,16.19,8.1,8.1,0,323.81,Footwear-Syn
191,C015,DIV19,INR,INR/00000032/19-20/8D3A9008-9568-4596-8D3F-10EB7DEBDF54,13,00:00.0,1,15884,0,0,1,40,1110,0,0,1110,0,NULL,44400,44400,0,0,0,CSH001,joypur,16:11.5,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42021240,18,6772.88,3386.44,3386.44,0,37627.12,Schl-Bag
192,C015,DIV19,INC,INC/00000071/19-20/F539F8A5-CCDF-4B98-BD78-8D936F76F208,1,00:00.0,1,925,0,0,1,1,290,0,0,290,0,NULL,290,290,0,0,0,CSH001,joypur,17:14.4,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42033000,18,44.24,22.12,22.12,0,245.76,Belt
193,C015,DIV19,INR,INR/00000033/19-20/AC43716F-8B08-49F9-9176-A87BBE165913,12,00:00.0,1,20951,0,1,1,2,65,0,0,65,0,NULL,130,130,0,0,0,CSH001,joypur,28:17.6,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,61159500,5,6.19,3.1,3.1,0,123.81,Socks
194,C015,DIV19,INR,INR/00000033/19-20/AC43716F-8B08-49F9-9176-A87BBE165913,12,00:00.0,2,200221,0,1,6,1,665,0,0,665,0,NULL,665,665,0,0,0,CSH001,joypur,28:17.6,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64039990,5,31.67,15.83,15.83,0,633.33,Footwear-Lth
195,C015,DIV19,INC,INC/00000072/19-20/6FE3E9E1-9BD1-4166-BDC2-61BCEEA50AAF,1,00:00.0,1,13891,0,0,1,1,465,0,0,465,0,NULL,465,465,0,0,0,CSH001,joypur,36:17.5,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42033000,18,70.93,35.47,35.47,0,394.07,Belt
196,C015,DIV19,INC,INC/00000072/19-20/6FE3E9E1-9BD1-4166-BDC2-61BCEEA50AAF,6,00:00.0,2,8743,0,1,6,1,350,0,0,350,0,NULL,350,350,0,0,0,CSH001,joypur,36:17.5,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,16.67,8.33,8.33,0,333.33,Footwear-Syn
197,C015,DIV19,INC,INC/00000072/19-20/6FE3E9E1-9BD1-4166-BDC2-61BCEEA50AAF,6,00:00.0,3,106804,0,1,8,1,370,0,0,370,0,NULL,370,370,0,0,0,CSH001,joypur,36:17.5,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,17.62,8.81,8.81,0,352.38,Footwear-Syn
198,C015,DIV19,INC,INC/00000073/19-20/842951AA-B922-4738-87A0-18E8A9769B56,7,00:00.0,1,89908,0,1,9,1,610,0,0,610,0,NULL,610,610,0,0,0,CSH001,joypur,38:20.8,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64039990,5,29.05,14.52,14.52,0,580.95,Footwear-Lth
199,C015,DIV19,INC,INC/00000073/19-20/842951AA-B922-4738-87A0-18E8A9769B56,2,00:00.0,2,20973,0,1,1,1,70,0,0,70,0,NULL,70,70,0,0,0,CSH001,joypur,38:20.8,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,61159500,5,3.33,1.67,1.67,0,66.67,Socks
200,C015,DIV19,INC,INC/00000074/19-20/CEE1C904-7298-48F4-81E4-81ADA93208BC,7,00:00.0,1,200849,0,1,9,1,690,0,0,690,0,NULL,690,690,0,0,0,CSH001,joypur,39:09.7,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,32.86,16.43,16.43,0,657.14,Footwear-Syn
201,C015,DIV19,INR,INR/00000034/19-20/B9D06AF7-E534-4108-A4B5-F462D209645F,13,00:00.0,1,8250,0,0,4,1,135,0,0,135,0,NULL,135,135,0,0,0,CSH001,joypur,44:36.8,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,6.43,3.21,3.21,0,128.57,Footwear-Syn
202,C015,DIV19,INR,INR/00000035/19-20/918132EB-7257-410C-B849-84B4B5CE167A,16,00:00.0,1,100706,0,1,1,2,65,0,0,65,0,NULL,130,130,0,0,0,CSH001,joypur,45:22.5,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,61159500,5,6.19,3.1,3.1,0,123.81,Socks
203,C015,DIV19,INR,INR/00000036/19-20/B8FCD049-E748-40D3-88EE-E040B83825B3,16,00:00.0,1,82453,0,1,9,1,585,0,0,585,0,NULL,585,585,0,0,0,CSH001,joypur,46:17.7,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64039990,5,27.86,13.93,13.93,0,557.14,Footwear-Lth
204,C015,DIV19,INC,INC/00000075/19-20/7F28F7B5-D130-4337-82C9-810C8DF0487A,6,00:00.0,1,66501,0,0,5,1,390,0,0,390,0,NULL,390,390,0,0,0,CSH001,joypur,47:55.3,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,18.57,9.29,9.29,0,371.43,Footwear-Syn
205,C015,DIV19,INC,INC/00000075/19-20/7F28F7B5-D130-4337-82C9-810C8DF0487A,6,00:00.0,2,18207,0,0,5,1,380,0,0,380,0,NULL,380,380,0,0,0,CSH001,joypur,47:55.3,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,18.1,9.05,9.05,0,361.9,Footwear-Syn
206,C015,DIV19,INC,INC/00000076/19-20/5C489232-E038-4C86-AA59-6F641DCDF6B0,10,00:00.0,1,3637,0,1,1,2,33,0,0,33,0,NULL,66,66,0,0,0,CSH001,joypur,50:54.3,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,34051000,18,10.07,5.03,5.03,0,55.93,Polish
207,C015,DIV19,INC,INC/00000076/19-20/5C489232-E038-4C86-AA59-6F641DCDF6B0,10,00:00.0,2,101904,0,0,1,1,140,0,0,140,0,NULL,140,140,0,0,0,CSH001,joypur,50:54.3,NULL,NULL,0,NULL,NULL,12,0,NULL,0,NULL,NULL,42022910,12,15,7.5,7.5,0,125,NonLth-Bag
208,C015,DIV19,INC,INC/00000076/19-20/5C489232-E038-4C86-AA59-6F641DCDF6B0,10,00:00.0,3,7011,0,0,1,1,25,0,0,25,0,NULL,25,25,0,0,0,CSH001,joypur,50:54.3,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,96039000,18,3.81,1.91,1.91,0,21.19,Brush
209,C015,DIV19,INR,INR/00000037/19-20/EBEA756F-D2F0-444A-9D0B-9137B1E62C9A,10,00:00.0,1,24768,0,1,1,1,270,0,0,270,0,NULL,270,270,0,0,0,CSH001,joypur,51:49.9,NULL,NULL,0,NULL,NULL,12,0,NULL,0,NULL,NULL,42022910,12,28.93,14.46,14.46,0,241.07,NonLth-Bag
210,C015,DIV19,INR,INR/00000037/19-20/EBEA756F-D2F0-444A-9D0B-9137B1E62C9A,10,00:00.0,2,24716,0,0,1,1,370,0,0,370,0,NULL,370,370,0,0,0,CSH001,joypur,51:49.9,NULL,NULL,0,NULL,NULL,12,0,NULL,0,NULL,NULL,42022910,12,39.64,19.82,19.82,0,330.36,NonLth-Bag
211,C015,DIV19,INC,INC/00000077/19-20/8EF6D632-4155-466E-B4E4-45DA42AFA994,12,00:00.0,1,2051,0,0,10,1,665,0,0,665,0,NULL,665,665,0,0,0,CSH001,joypur,53:35.9,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64039990,5,31.67,15.83,15.83,0,633.33,Footwear-Lth
212,C015,DIV19,INR,INR/00000038/19-20/3D4924F4-A3F6-4337-885D-3D01C4F3032E,6,00:00.0,1,19925,0,0,6,1,350,0,0,350,0,NULL,350,350,0,0,0,CSH001,joypur,57:04.5,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,16.67,8.33,8.33,0,333.33,Footwear-Syn
213,C015,DIV19,INR,INR/00000038/19-20/3D4924F4-A3F6-4337-885D-3D01C4F3032E,6,00:00.0,2,715,0,0,5,1,350,0,0,350,0,NULL,350,350,0,0,0,CSH001,joypur,57:04.5,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,16.67,8.33,8.33,0,333.33,Footwear-Syn
214,C015,DIV19,INR,INR/00000038/19-20/3D4924F4-A3F6-4337-885D-3D01C4F3032E,6,00:00.0,3,60021,0,0,5,1,290,0,0,290,0,NULL,290,290,0,0,0,CSH001,joypur,57:04.5,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,13.81,6.9,6.9,0,276.19,Footwear-Syn
215,C015,DIV19,INR,INR/00000038/19-20/3D4924F4-A3F6-4337-885D-3D01C4F3032E,6,00:00.0,4,102528,0,1,5,1,499,0,0,499,0,NULL,499,499,0,0,0,CSH001,joypur,57:04.5,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,23.76,11.88,11.88,0,475.24,Footwear-Syn
216,C015,DIV19,INR,INR/00000039/19-20/A960E54B-04ED-49BF-86C5-30D5FAF669EC,12,00:00.0,1,74644,0,1,8,1,610,0,0,610,0,NULL,610,610,0,0,0,CSH001,joypur,00:39.3,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64039990,5,29.05,14.52,14.52,0,580.95,Footwear-Lth
217,C015,DIV19,INR,INR/00000039/19-20/A960E54B-04ED-49BF-86C5-30D5FAF669EC,8,00:00.0,2,14924,0,0,1,1,240,0,0,240,0,NULL,240,240,0,0,0,CSH001,joypur,00:39.3,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42023120,18,36.61,18.31,18.31,0,203.39,Wallet
218,C015,DIV19,INC,INC/00000078/19-20/9742071E-5E5F-475D-A18F-D59A4DD3B560,6,00:00.0,1,5317,0,0,6,1,280,0,0,280,0,NULL,280,280,0,0,0,CSH001,joypur,03:03.1,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,13.33,6.67,6.67,0,266.67,Footwear-Syn
219,C015,DIV19,INC,INC/00000079/19-20/C79F0A65-0127-4BED-8B88-50DD8F174372,7,00:00.0,1,19894,0,1,6,1,290,0,0,290,0,NULL,290,290,0,0,0,CSH001,joypur,04:56.7,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,13.81,6.9,6.9,0,276.19,Footwear-Syn
220,C015,DIV19,INR,INR/00000040/19-20/2A4F37CB-0BA0-48F1-9FFC-245A9F6CAF30,2,00:00.0,1,65592,0,1,9,1,920,0,0,920,0,NULL,920,920,0,0,0,CSH001,joypur,05:26.7,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64039990,5,43.81,21.9,21.9,0,876.19,Footwear-Lth
221,C015,DIV19,INR,INR/00000040/19-20/2A4F37CB-0BA0-48F1-9FFC-245A9F6CAF30,2,00:00.0,2,2051,0,0,9,1,665,0,0,665,0,NULL,665,665,0,0,0,CSH001,joypur,05:26.7,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64039990,5,31.67,15.83,15.83,0,633.33,Footwear-Lth
222,C015,DIV19,INR,INR/00000040/19-20/2A4F37CB-0BA0-48F1-9FFC-245A9F6CAF30,2,00:00.0,3,13894,0,1,1,1,439,0,0,439,0,NULL,439,439,0,0,0,CSH001,joypur,05:26.7,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42033000,18,66.97,33.48,33.48,0,372.03,Belt
223,C015,DIV19,INC,INC/00000080/19-20/2FD316C8-E88F-44CC-89C0-0DEDCC43894A,6,00:00.0,1,17250,0,0,4,1,299,0,0,299,0,NULL,299,299,0,0,0,CSH001,joypur,06:11.6,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,14.24,7.12,7.12,0,284.76,Footwear-Syn
224,C015,DIV19,INC,INC/00000080/19-20/2FD316C8-E88F-44CC-89C0-0DEDCC43894A,6,00:00.0,2,18207,0,0,7,1,380,0,0,380,0,NULL,380,380,0,0,0,CSH001,joypur,06:11.6,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,18.1,9.05,9.05,0,361.9,Footwear-Syn
225,C015,DIV19,INC,INC/00000081/19-20/955D63C5-7AD9-4142-B1BD-3E471FA7AE94,8,00:00.0,1,3251,0,0,7,1,350,0,0,350,0,NULL,350,350,0,0,0,CSH001,joypur,08:58.8,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,16.67,8.33,8.33,0,333.33,Footwear-Syn
226,C015,DIV19,INC,INC/00000082/19-20/84519E07-5FAB-4912-A553-DCAE64C4B596,8,00:00.0,1,13891,0,0,1,1,465,0,0,465,0,NULL,465,465,0,0,0,CSH001,joypur,11:55.7,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42033000,18,70.93,35.47,35.47,0,394.07,Belt
227,C015,DIV19,INR,INR/00000041/19-20/31F16EBF-5452-41C2-B567-AD040FA5F9D6,10,00:00.0,1,15123,0,0,1,1,510,0,0,510,0,NULL,510,510,0,0,0,CSH001,joypur,13:35.6,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42023120,18,77.8,38.9,38.9,0,432.2,Wallet
228,C015,DIV19,INR,INR/00000041/19-20/31F16EBF-5452-41C2-B567-AD040FA5F9D6,10,00:00.0,2,101131,0,0,1,1,60,0,0,60,0,NULL,60,60,0,0,0,CSH001,joypur,13:35.6,NULL,NULL,0,NULL,NULL,12,0,NULL,0,NULL,NULL,42022910,12,6.43,3.21,3.21,0,53.57,NonLth-Bag
229,C015,DIV19,INC,INC/00000083/19-20/14E07245-8155-48EC-96A7-8808D04523ED,6,00:00.0,1,60034,0,0,7,1,299,0,0,299,0,NULL,299,299,0,0,0,CSH001,joypur,14:28.3,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,14.24,7.12,7.12,0,284.76,Footwear-Syn
230,C015,DIV19,INC,INC/00000084/19-20/6BC1E811-698B-4723-896F-54E6FD5768C3,16,00:00.0,1,4965,0,0,8,1,1260,0,0,1260,0,NULL,1260,1260,0,0,0,CSH001,joypur,15:43.0,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,64039990,18,192.2,96.1,96.1,0,1067.8,Footwear-Lth
231,C015,DIV19,INC,INC/00000084/19-20/6BC1E811-698B-4723-896F-54E6FD5768C3,12,00:00.0,2,100707,0,1,1,1,65,0,0,65,0,NULL,65,65,0,0,0,CSH001,joypur,15:43.0,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,61159500,5,3.1,1.55,1.55,0,61.9,Socks
232,C015,DIV19,INC,INC/00000084/19-20/6BC1E811-698B-4723-896F-54E6FD5768C3,12,00:00.0,3,200209,0,1,7,1,620,0,0,620,0,NULL,620,620,0,0,0,CSH001,joypur,15:43.0,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64039990,5,29.52,14.76,14.76,0,590.48,Footwear-Lth
233,C015,DIV19,INC,INC/00000084/19-20/6BC1E811-698B-4723-896F-54E6FD5768C3,12,00:00.0,4,3628,0,1,1,1,56,0,0,56,0,NULL,56,56,0,0,0,CSH001,joypur,15:43.0,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,34051000,18,8.54,4.27,4.27,0,47.46,Polish
234,C015,DIV19,INC,INC/00000085/19-20/2AD9EDA8-C6E4-4903-99B2-F5E799DD9CEA,16,00:00.0,1,23232,0,1,7,1,1600,0,0,1600,0,NULL,1600,1600,0,0,0,CSH001,joypur,16:26.4,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,64039990,18,244.07,122.03,122.03,0,1355.93,Footwear-Lth
235,C015,DIV19,INC,INC/00000085/19-20/2AD9EDA8-C6E4-4903-99B2-F5E799DD9CEA,10,00:00.0,2,3641,0,1,1,1,80,0,0,80,0,NULL,80,80,0,0,0,CSH001,joypur,16:26.4,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,34051000,18,12.2,6.1,6.1,0,67.8,Polish
236,C015,DIV19,INC,INC/00000086/19-20/FAEF23DF-9C82-4299-A7CB-F5600F0DC625,6,00:00.0,1,20503,0,0,8,1,299,0,0,299,0,NULL,299,299,0,0,0,CSH001,joypur,19:48.1,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,14.24,7.12,7.12,0,284.76,Footwear-Syn
237,C015,DIV19,INC,INC/00000087/19-20/3C9BF0AF-FA36-4C67-B86C-BC89D95C3737,6,00:00.0,1,104406,0,1,7,1,350,0,0,350,0,NULL,350,350,0,0,0,CSH001,joypur,22:42.3,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,16.67,8.33,8.33,0,333.33,Footwear-Syn
238,C015,DIV19,INC,INC/00000087/19-20/3C9BF0AF-FA36-4C67-B86C-BC89D95C3737,13,00:00.0,2,8237,0,0,4,1,199,0,0,199,0,NULL,199,199,0,0,0,CSH001,joypur,22:42.3,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,9.48,4.74,4.74,0,189.52,Footwear-Syn
239,C015,DIV19,INC,INC/00000087/19-20/3C9BF0AF-FA36-4C67-B86C-BC89D95C3737,13,00:00.0,3,15906,0,0,1,1,499,0,0,499,0,NULL,499,499,0,0,0,CSH001,joypur,22:42.3,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42021240,18,76.12,38.06,38.06,0,422.88,Schl-Bag
240,C015,DIV19,INC,INC/00000087/19-20/3C9BF0AF-FA36-4C67-B86C-BC89D95C3737,13,00:00.0,4,10323,0,0,1,1,540,0,0,540,0,NULL,540,540,0,0,0,CSH001,joypur,22:42.3,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42021240,18,82.37,41.19,41.19,0,457.63,Schl-Bag
241,C015,DIV19,INR,INR/00000042/19-20/9478B12E-F98C-47CB-A652-6A19902F60EB,12,00:00.0,1,85809,0,1,8,1,660,0,0,660,0,NULL,660,660,0,0,0,CSH001,joypur,24:36.4,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64039990,5,31.43,15.71,15.71,0,628.57,Footwear-Lth
242,C015,DIV19,INC,INC/00000088/19-20/CA38005A-203E-45F9-8990-192B63D5FFC2,16,00:00.0,1,85876,0,1,10,1,660,0,0,660,0,NULL,660,660,0,0,0,CSH001,joypur,26:13.4,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64039990,5,31.43,15.71,15.71,0,628.57,Footwear-Lth
243,C015,DIV19,INC,INC/00000088/19-20/CA38005A-203E-45F9-8990-192B63D5FFC2,10,00:00.0,2,3632,0,1,1,1,47,0,0,47,0,NULL,47,47,0,0,0,CSH001,joypur,26:13.4,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,34051000,18,7.17,3.58,3.58,0,39.83,Polish
244,C015,DIV19,INC,INC/00000089/19-20/37196890-42B8-423A-A5E7-78177F04B4F1,7,00:00.0,1,726,0,0,6,1,340,0,0,340,0,NULL,340,340,0,0,0,CSH001,joypur,27:54.0,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,16.19,8.1,8.1,0,323.81,Footwear-Syn
245,C015,DIV19,INC,INC/00000090/19-20/43658CFB-E86A-4C25-BEB1-F19F1D3B2991,10,00:00.0,1,103305,0,1,1,1,1660,0,0,1660,0,NULL,1660,1660,0,0,0,CSH001,joypur,30:02.9,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42021160,18,253.22,126.61,126.61,0,1406.78,LthBag-Lad
246,C015,DIV19,INC,INC/00000091/19-20/380D9286-82C8-403F-A003-03AEDEC65F83,7,00:00.0,1,107201,0,1,8,1,360,0,0,360,0,NULL,360,360,0,0,0,CSH001,joypur,35:06.4,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,17.14,8.57,8.57,0,342.86,Footwear-Syn
247,C015,DIV19,INC,INC/00000091/19-20/380D9286-82C8-403F-A003-03AEDEC65F83,2,00:00.0,2,103703,0,1,6,1,150,0,0,150,0,NULL,150,150,0,0,0,CSH001,joypur,35:06.4,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64022090,5,7.14,3.57,3.57,0,142.86,Hawai
248,C015,DIV19,INC,INC/00000092/19-20/B296AF54-8B11-4533-9757-659A5B3FF63F,7,00:00.0,1,10229,0,0,5,1,250,0,0,250,0,NULL,250,250,0,0,0,CSH001,joypur,43:52.2,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,11.9,5.95,5.95,0,238.1,Footwear-Syn
249,C015,DIV19,INC,INC/00000092/19-20/B296AF54-8B11-4533-9757-659A5B3FF63F,6,00:00.0,2,19342,0,0,5,1,190,0,0,190,0,NULL,190,190,0,0,0,CSH001,joypur,43:52.2,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,9.05,4.52,4.52,0,180.95,Footwear-Syn
250,C015,DIV19,INC,INC/00000093/19-20/D7DA081A-7C9E-4304-8B2E-DDC880984802,6,00:00.0,1,20515,0,0,8,1,299,0,0,299,0,NULL,299,299,0,0,0,CSH001,joypur,48:28.1,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,14.24,7.12,7.12,0,284.76,Footwear-Syn
251,C015,DIV19,INR,INR/00000043/19-20/CBBDE8A8-0F0D-4D98-92A6-F011CBBE0733,2,00:00.0,1,24815,0,1,8,1,1170,0,0,1170,0,NULL,1170,1170,0,0,0,CSH001,joypur,53:37.8,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,64039990,18,178.47,89.24,89.24,0,991.53,Footwear-Lth
252,C015,DIV19,INC,INC/00000094/19-20/95C3B5C0-68E6-4D3B-B0CD-8F6D7605D006,7,00:00.0,1,100827,0,1,5,1,460,0,0,460,0,NULL,460,460,0,0,0,CSH001,joypur,55:53.3,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64039990,5,21.9,10.95,10.95,0,438.1,Footwear-Lth
253,C015,DIV19,INR,INR/00000044/19-20/753A7438-50E1-4ECB-A232-A777D3007C97,6,00:00.0,1,104601,0,0,8,1,399,0,0,399,0,NULL,399,399,0,0,0,CSH001,joypur,57:47.4,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,19,9.5,9.5,0,380,Footwear-Syn
254,C015,DIV19,INR,INR/00000044/19-20/753A7438-50E1-4ECB-A232-A777D3007C97,6,00:00.0,2,24651,0,0,6,1,480,0,0,480,0,NULL,480,480,0,0,0,CSH001,joypur,57:47.4,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,22.86,11.43,11.43,0,457.14,Footwear-Syn
255,C015,DIV19,INR,INR/00000044/19-20/753A7438-50E1-4ECB-A232-A777D3007C97,10,00:00.0,3,103966,0,0,1,1,215,0,0,215,0,NULL,215,215,0,0,0,CSH001,joypur,57:47.4,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42033000,18,32.8,16.4,16.4,0,182.2,Belt
256,C015,DIV19,INR,INR/00000044/19-20/753A7438-50E1-4ECB-A232-A777D3007C97,13,00:00.0,4,101152,0,1,1,1,1350,0,0,1350,0,NULL,1350,1350,0,0,0,CSH001,joypur,57:47.4,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42022910,18,205.93,102.97,102.97,0,1144.07,NonLth-Bag
257,C015,DIV19,INR,INR/00000044/19-20/753A7438-50E1-4ECB-A232-A777D3007C97,13,00:00.0,5,13906,0,0,1,1,610,0,0,610,0,NULL,610,610,0,0,0,CSH001,joypur,57:47.4,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42021240,18,93.05,46.53,46.53,0,516.95,Schl-Bag
258,C015,DIV19,INR,INR/00000045/19-20/F32B53CF-0811-4C05-87C9-A8D215E8B15C,6,00:00.0,1,2158,0,0,7,1,220,0,0,220,0,NULL,220,220,0,0,0,CSH001,joypur,01:59.8,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,10.48,5.24,5.24,0,209.52,Footwear-Syn
259,C015,DIV19,INR,INR/00000045/19-20/F32B53CF-0811-4C05-87C9-A8D215E8B15C,2,00:00.0,2,6193,0,0,10,1,330,0,0,330,0,NULL,330,330,0,0,0,CSH001,joypur,01:59.8,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,15.71,7.86,7.86,0,314.29,Footwear-Syn
